ID,Gender,Owns_Car,Owns_Property,Children_Count,Income,Income_Type,Education_Level,Marital_Status,Housing_Type,Age,Employment_Duration,Occupation,Family_Size,Risk_Level,Account_Age,Is_Unemployed
5066675,F,N,Y,2,81000.0,Working,Secondary / secondary special,Married,House / apartment,45.0,26.7,Unknown,4.0,0,40,0
5066676,F,N,Y,2,81000.0,Working,Secondary / secondary special,Married,House / apartment,45.0,26.7,Unknown,4.0,0,7,0
5066680,F,N,Y,2,81000.0,Working,Secondary / secondary special,Married,House / apartment,45.0,26.7,Unknown,4.0,0,5,0
5066681,F,N,Y,2,81000.0,Working,Secondary / secondary special,Married,House / apartment,45.0,26.7,Unknown,4.0,0,7,0
5066682,F,N,Y,2,81000.0,Working,Secondary / secondary special,Married,House / apartment,45.0,26.7,Unknown,4.0,0,8,0
5066683,F,N,Y,2,81000.0,Working,Secondary / secondary special,Married,House / apartment,45.0,26.7,Unknown,4.0,0,9,0
5066684,F,N,Y,2,81000.0,Working,Secondary / secondary special,Married,House / apartment,45.0,26.7,Unknown,4.0,0,8,0
5066687,F,N,Y,2,81000.0,Working,Secondary / secondary special,Married,House / apartment,45.0,26.7,Unknown,4.0,0,36,0
5066689,F,N,Y,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,35.4,0.9,Sales staff,2.0,0,17,0
5066690,F,N,Y,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,35.4,0.9,Sales staff,2.0,0,28,0
5066691,F,N,Y,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,35.4,0.9,Sales staff,2.0,0,30,0
5066692,F,N,Y,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,35.4,0.9,Sales staff,2.0,0,12,0
5066693,F,N,Y,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,35.4,0.9,Sales staff,2.0,0,6,0
5066694,F,N,Y,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,35.4,0.9,Sales staff,2.0,0,23,0
5066696,F,N,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,41.2,1.7,Laborers,2.0,0,7,0
5066697,F,N,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,41.2,1.7,Laborers,2.0,0,10,0
5066698,F,N,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,41.2,1.7,Laborers,2.0,0,8,0
5066700,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,64.4,,Unknown,2.0,0,54,1
5066701,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,64.4,,Unknown,2.0,0,54,1
5066705,M,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,Office apartment,26.6,3.8,Drivers,1.0,0,49,0
5066706,M,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,Office apartment,26.6,3.8,Drivers,1.0,2,57,0
5066707,M,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,Office apartment,26.6,3.8,Drivers,1.0,1,60,0
5066708,F,N,Y,0,247500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,67.1,,Unknown,1.0,0,18,1
5066709,F,N,Y,0,247500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,67.1,,Unknown,1.0,0,26,1
5066711,F,N,Y,0,247500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,67.1,,Unknown,1.0,0,51,1
5066716,F,Y,Y,0,229500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,49.8,8.3,Unknown,2.0,0,60,0
5066717,F,Y,Y,0,229500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,49.8,8.3,Unknown,2.0,1,11,0
5066719,M,Y,Y,0,360000.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,35.6,2.9,Managers,1.0,0,48,0
5066720,F,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,54.8,4.7,Sales staff,2.0,1,34,0
5066721,M,Y,Y,0,108000.0,Working,Secondary / secondary special,Separated,With parents,46.1,3.1,Core staff,1.0,0,12,0
5066724,M,Y,Y,0,161100.0,Pensioner,Secondary / secondary special,Married,House / apartment,54.3,,Unknown,2.0,0,20,1
5066727,M,Y,Y,0,161100.0,Pensioner,Secondary / secondary special,Married,House / apartment,54.3,,Unknown,2.0,0,10,1
5066731,F,N,Y,0,216000.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.2,,Unknown,2.0,0,39,1
5066733,F,N,Y,0,216000.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.2,,Unknown,2.0,0,25,1
5066734,F,N,Y,0,216000.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.2,,Unknown,2.0,0,34,1
5066735,F,N,Y,0,216000.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.2,,Unknown,2.0,0,2,1
5066736,F,N,Y,0,216000.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.2,,Unknown,2.0,0,52,1
5066737,F,N,Y,0,216000.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.2,,Unknown,2.0,0,9,1
5066738,F,N,Y,0,216000.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.2,,Unknown,2.0,0,39,1
5066739,F,N,Y,0,216000.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.2,,Unknown,2.0,0,20,1
5066742,F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,51.8,3.8,Sales staff,1.0,0,60,0
5066745,F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,51.8,3.8,Sales staff,1.0,0,24,0
5066746,F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,51.8,3.8,Sales staff,1.0,0,22,0
5066747,F,N,Y,0,90000.0,Pensioner,Higher education,Married,House / apartment,58.3,,Unknown,2.0,0,38,1
5066748,F,N,Y,0,90000.0,Pensioner,Higher education,Married,House / apartment,58.3,,Unknown,2.0,0,44,1
5066749,F,N,Y,0,90000.0,Pensioner,Higher education,Married,House / apartment,58.3,,Unknown,2.0,0,6,1
5066750,F,N,Y,0,90000.0,Pensioner,Higher education,Married,House / apartment,58.3,,Unknown,2.0,0,9,1
5066751,F,N,Y,0,90000.0,Pensioner,Higher education,Married,House / apartment,58.3,,Unknown,2.0,0,25,1
5066754,F,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,41.7,1.5,Unknown,2.0,0,16,0
5066755,F,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,41.7,1.5,Unknown,2.0,0,10,0
5066756,F,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,41.7,1.5,Unknown,2.0,0,10,0
5066757,F,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,41.7,1.5,Unknown,2.0,0,7,0
5066758,F,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,41.7,1.5,Unknown,2.0,0,7,0
5066759,F,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,53.0,8.3,Sales staff,2.0,0,5,0
5066761,F,N,N,1,126000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,51.8,,Unknown,2.0,1,4,1
5066762,F,N,N,1,126000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,51.8,,Unknown,2.0,1,4,1
5066765,F,N,Y,1,63000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,39.8,8.2,Sales staff,3.0,0,58,0
5066766,F,N,Y,1,63000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,39.8,8.2,Sales staff,3.0,0,34,0
5066767,F,N,Y,1,63000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,39.8,8.2,Sales staff,3.0,0,39,0
5066768,F,N,Y,1,63000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,39.8,8.2,Sales staff,3.0,0,13,0
5066770,M,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,27.5,5.7,Managers,2.0,0,44,0
5066771,M,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,27.5,5.7,Managers,2.0,0,60,0
5066774,M,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,27.5,5.7,Managers,2.0,0,52,0
5066775,M,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,27.5,5.7,Managers,2.0,0,44,0
5066777,M,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,41.9,3.4,Security staff,1.0,1,53,0
5066778,M,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,41.9,3.4,Security staff,1.0,0,21,0
5066779,M,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,41.9,3.4,Security staff,1.0,0,16,0
5066783,M,Y,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,42.6,5.5,Drivers,3.0,0,2,0
5066784,M,Y,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,42.6,5.5,Drivers,3.0,0,41,0
5066785,M,Y,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,42.6,5.5,Drivers,3.0,0,2,0
5066790,M,Y,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,42.6,5.5,Drivers,3.0,0,8,0
5066791,M,Y,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,42.6,5.5,Drivers,3.0,0,31,0
5066792,M,Y,N,1,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,42.5,,Unknown,3.0,0,36,1
5066793,M,Y,N,1,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,42.5,,Unknown,3.0,0,55,1
5066794,M,Y,N,1,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,42.5,,Unknown,3.0,0,60,1
5066799,F,Y,Y,0,144000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,45.3,1.0,Laborers,2.0,0,10,0
5066800,F,Y,Y,0,144000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,45.3,1.0,Laborers,2.0,0,5,0
5066801,F,Y,Y,0,144000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,45.3,1.0,Laborers,2.0,0,13,0
5066802,F,Y,Y,0,144000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,45.3,1.0,Laborers,2.0,0,53,0
5066803,F,Y,Y,0,144000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,45.3,1.0,Laborers,2.0,0,2,0
5066805,F,Y,Y,0,144000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,45.3,1.0,Laborers,2.0,0,5,0
5066808,F,Y,N,1,360000.0,Working,Higher education,Widow,House / apartment,45.1,11.0,Managers,2.0,0,55,0
5066809,F,Y,N,1,360000.0,Working,Higher education,Widow,House / apartment,45.1,11.0,Managers,2.0,1,57,0
5066810,F,Y,N,1,360000.0,Working,Higher education,Widow,House / apartment,45.1,11.0,Managers,2.0,0,52,0
5066811,F,Y,N,1,360000.0,Working,Higher education,Widow,House / apartment,45.1,11.0,Managers,2.0,1,54,0
5066812,F,Y,N,1,360000.0,Working,Higher education,Widow,House / apartment,45.1,11.0,Managers,2.0,0,51,0
5066814,F,Y,N,1,360000.0,Working,Higher education,Widow,House / apartment,45.1,11.0,Managers,2.0,1,57,0
5066816,F,Y,N,1,360000.0,Working,Higher education,Widow,House / apartment,45.1,11.0,Managers,2.0,0,14,0
5066817,F,Y,N,1,360000.0,Working,Higher education,Widow,House / apartment,45.1,11.0,Managers,2.0,1,10,0
5066819,F,Y,N,1,360000.0,Working,Higher education,Widow,House / apartment,45.1,11.0,Managers,2.0,0,5,0
5066820,F,Y,N,1,360000.0,Working,Higher education,Widow,House / apartment,45.1,11.0,Managers,2.0,0,5,0
5066821,F,Y,N,1,360000.0,Working,Higher education,Widow,House / apartment,45.1,11.0,Managers,2.0,0,16,0
5066822,F,Y,N,1,360000.0,Working,Higher education,Widow,House / apartment,45.1,11.0,Managers,2.0,0,27,0
5066823,F,Y,N,1,360000.0,Working,Higher education,Widow,House / apartment,45.1,11.0,Managers,2.0,0,32,0
5066824,F,Y,N,1,360000.0,Working,Higher education,Widow,House / apartment,45.1,11.0,Managers,2.0,0,41,0
5066825,F,Y,N,1,360000.0,Working,Higher education,Widow,House / apartment,45.1,11.0,Managers,2.0,0,39,0
5066826,F,Y,N,1,360000.0,Working,Higher education,Widow,House / apartment,45.1,11.0,Managers,2.0,0,45,0
5066827,F,Y,N,1,360000.0,Working,Higher education,Widow,House / apartment,45.1,11.0,Managers,2.0,0,47,0
5066831,F,Y,Y,0,157500.0,Pensioner,Lower secondary,Married,House / apartment,59.5,,Unknown,2.0,0,7,1
5066832,F,Y,Y,0,157500.0,Pensioner,Lower secondary,Married,House / apartment,59.5,,Unknown,2.0,0,24,1
5066833,F,Y,Y,0,157500.0,Pensioner,Lower secondary,Married,House / apartment,59.5,,Unknown,2.0,0,31,1
5066834,F,Y,Y,0,157500.0,Pensioner,Lower secondary,Married,House / apartment,59.5,,Unknown,2.0,0,35,1
5066835,F,Y,Y,0,157500.0,Pensioner,Lower secondary,Married,House / apartment,59.5,,Unknown,2.0,0,44,1
5066840,M,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,44.2,4.4,Drivers,3.0,0,39,0
5066841,M,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,44.2,4.4,Drivers,3.0,0,41,0
5066842,M,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,44.2,4.4,Drivers,3.0,0,39,0
5066843,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,46.8,,Unknown,2.0,0,14,1
5066844,F,N,N,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,59.1,,Unknown,2.0,0,47,1
5066845,F,N,N,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,59.1,,Unknown,2.0,0,43,1
5066846,F,N,N,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,59.1,,Unknown,2.0,0,46,1
5066847,F,N,N,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,59.1,,Unknown,2.0,0,57,1
5066860,F,N,Y,2,54000.0,Working,Secondary / secondary special,Married,House / apartment,27.1,2.2,Sales staff,4.0,0,37,0
5066862,F,N,Y,2,54000.0,Working,Secondary / secondary special,Married,House / apartment,27.1,2.2,Sales staff,4.0,0,14,0
5066864,F,N,Y,2,54000.0,Working,Secondary / secondary special,Married,House / apartment,27.1,2.2,Sales staff,4.0,0,9,0
5066865,F,N,Y,2,54000.0,Working,Secondary / secondary special,Married,House / apartment,27.1,2.2,Sales staff,4.0,0,13,0
5066866,F,N,Y,2,54000.0,Working,Secondary / secondary special,Married,House / apartment,27.1,2.2,Sales staff,4.0,0,14,0
5066867,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,37.8,4.3,Laborers,1.0,0,41,0
5066868,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,37.8,4.3,Laborers,1.0,0,14,0
5066869,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,37.8,4.3,Laborers,1.0,0,17,0
5066870,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,37.8,4.3,Laborers,1.0,0,26,0
5066871,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,37.8,4.3,Laborers,1.0,0,7,0
5066872,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,37.8,4.3,Laborers,1.0,0,0,0
5066873,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,37.8,4.3,Laborers,1.0,0,29,0
5066874,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,37.8,4.3,Laborers,1.0,0,18,0
5066875,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,37.8,4.3,Laborers,1.0,0,2,0
5066876,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,37.8,4.3,Laborers,1.0,0,6,0
5066877,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,37.8,4.3,Laborers,1.0,0,5,0
5066878,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,37.8,4.3,Laborers,1.0,0,4,0
5066879,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,37.8,4.3,Laborers,1.0,0,8,0
5066880,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,37.8,4.3,Laborers,1.0,0,1,0
5090126,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,37.8,4.3,Laborers,1.0,0,26,0
5066883,M,Y,Y,2,85500.0,Working,Secondary / secondary special,Married,House / apartment,39.1,8.4,Unknown,4.0,0,13,0
5066884,M,Y,Y,2,85500.0,Working,Secondary / secondary special,Married,House / apartment,39.1,8.4,Unknown,4.0,0,17,0
5066885,M,Y,Y,2,85500.0,Working,Secondary / secondary special,Married,House / apartment,39.1,8.4,Unknown,4.0,0,35,0
5066886,M,Y,Y,2,85500.0,Working,Secondary / secondary special,Married,House / apartment,39.1,8.4,Unknown,4.0,0,35,0
5066888,M,Y,Y,2,85500.0,Working,Secondary / secondary special,Married,House / apartment,39.1,8.4,Unknown,4.0,0,7,0
5066889,M,Y,Y,2,85500.0,Working,Secondary / secondary special,Married,House / apartment,39.1,8.4,Unknown,4.0,0,18,0
5066890,M,Y,Y,2,85500.0,Working,Secondary / secondary special,Married,House / apartment,39.1,8.4,Unknown,4.0,0,13,0
5066891,M,Y,Y,2,85500.0,Working,Secondary / secondary special,Married,House / apartment,39.1,8.4,Unknown,4.0,0,13,0
5066892,M,Y,Y,2,85500.0,Working,Secondary / secondary special,Married,House / apartment,39.1,8.4,Unknown,4.0,0,60,0
5066893,M,Y,Y,0,225000.0,Working,Incomplete higher,Married,House / apartment,57.4,2.3,Drivers,2.0,0,15,0
5066895,F,Y,Y,1,157500.0,Pensioner,Higher education,Married,House / apartment,37.7,,Unknown,3.0,0,28,1
5066898,F,N,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,40.6,21.9,Managers,2.0,0,19,0
5066899,F,N,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,40.6,21.9,Managers,2.0,0,7,0
5066900,F,N,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,40.6,21.9,Managers,2.0,0,49,0
5066901,F,N,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,40.6,21.9,Managers,2.0,0,7,0
5066906,F,N,Y,1,180000.0,Commercial associate,Higher education,Civil marriage,With parents,31.4,2.8,HR staff,3.0,0,11,0
5066907,F,N,Y,1,180000.0,Commercial associate,Higher education,Civil marriage,With parents,31.4,2.8,HR staff,3.0,0,7,0
5066908,F,N,Y,1,180000.0,Commercial associate,Higher education,Civil marriage,With parents,31.4,2.8,HR staff,3.0,0,12,0
5066909,M,Y,Y,0,180000.0,Working,Higher education,Married,With parents,30.4,4.0,Laborers,2.0,0,36,0
5066910,M,Y,Y,0,180000.0,Working,Higher education,Married,With parents,30.4,4.0,Laborers,2.0,0,18,0
5066911,M,Y,Y,0,180000.0,Working,Higher education,Married,With parents,30.4,4.0,Laborers,2.0,0,33,0
5066912,M,Y,Y,0,180000.0,Working,Higher education,Married,With parents,30.4,4.0,Laborers,2.0,0,8,0
5066913,M,Y,Y,0,180000.0,Working,Higher education,Married,With parents,30.4,4.0,Laborers,2.0,0,26,0
5066914,M,Y,Y,0,180000.0,Working,Higher education,Married,With parents,30.4,4.0,Laborers,2.0,0,39,0
5066915,M,Y,Y,0,180000.0,Working,Higher education,Married,With parents,30.4,4.0,Laborers,2.0,0,15,0
5066916,M,Y,Y,0,180000.0,Working,Higher education,Married,With parents,30.4,4.0,Laborers,2.0,0,13,0
5066917,M,Y,Y,0,180000.0,Working,Higher education,Married,With parents,30.4,4.0,Laborers,2.0,0,6,0
5066918,M,Y,Y,0,180000.0,Working,Higher education,Married,With parents,30.4,4.0,Laborers,2.0,0,53,0
5066919,M,Y,Y,0,180000.0,Working,Higher education,Married,With parents,30.4,4.0,Laborers,2.0,0,57,0
5066920,M,Y,Y,0,180000.0,Working,Higher education,Married,With parents,30.4,4.0,Laborers,2.0,0,18,0
5066921,M,Y,Y,0,180000.0,Working,Higher education,Married,With parents,30.4,4.0,Laborers,2.0,0,6,0
5066922,M,Y,Y,0,180000.0,Working,Higher education,Married,With parents,30.4,4.0,Laborers,2.0,0,18,0
5066923,M,Y,Y,0,180000.0,Working,Higher education,Married,With parents,30.4,4.0,Laborers,2.0,0,25,0
5066924,M,Y,Y,0,180000.0,Working,Higher education,Married,With parents,30.4,4.0,Laborers,2.0,0,34,0
5066935,F,N,Y,1,135000.0,Working,Secondary / secondary special,Married,Rented apartment,39.7,11.5,Medicine staff,3.0,0,20,0
5066936,F,N,Y,1,135000.0,Working,Secondary / secondary special,Married,Rented apartment,39.7,11.5,Medicine staff,3.0,0,32,0
5066937,F,N,Y,1,135000.0,Working,Secondary / secondary special,Married,Rented apartment,39.7,11.5,Medicine staff,3.0,0,7,0
5090152,F,N,Y,1,135000.0,Working,Secondary / secondary special,Married,Rented apartment,39.7,11.5,Medicine staff,3.0,0,40,0
5066939,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.3,,Unknown,2.0,0,16,1
5066940,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.3,,Unknown,2.0,0,15,1
5066941,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.3,,Unknown,2.0,0,20,1
5066942,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.3,,Unknown,2.0,0,58,1
5066943,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.3,,Unknown,2.0,0,5,1
5066944,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.3,,Unknown,2.0,0,17,1
5066949,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.3,,Unknown,2.0,0,16,1
5066950,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.3,,Unknown,2.0,0,13,1
5066951,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.3,,Unknown,2.0,0,13,1
5066952,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.3,,Unknown,2.0,0,4,1
5066953,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.3,,Unknown,2.0,0,1,1
5066954,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.3,,Unknown,2.0,0,4,1
5066955,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.3,,Unknown,2.0,0,9,1
5066956,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.3,,Unknown,2.0,0,17,1
5066959,M,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,68.0,,Unknown,2.0,0,12,1
5066960,M,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,68.0,,Unknown,2.0,0,35,1
5066963,F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,58.5,,Unknown,2.0,0,44,1
5066964,F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,58.5,,Unknown,2.0,1,7,1
5066965,M,Y,N,0,119250.0,Working,Secondary / secondary special,Civil marriage,House / apartment,48.0,1.8,Drivers,2.0,0,32,0
5066966,M,Y,N,0,119250.0,Working,Secondary / secondary special,Civil marriage,House / apartment,48.0,1.8,Drivers,2.0,0,42,0
5066967,M,Y,N,0,119250.0,Working,Secondary / secondary special,Civil marriage,House / apartment,48.0,1.8,Drivers,2.0,0,30,0
5066968,M,Y,N,0,119250.0,Working,Secondary / secondary special,Civil marriage,House / apartment,48.0,1.8,Drivers,2.0,0,51,0
5066969,M,Y,N,0,119250.0,Working,Secondary / secondary special,Civil marriage,House / apartment,48.0,1.8,Drivers,2.0,0,38,0
5066971,M,Y,N,0,119250.0,Working,Secondary / secondary special,Civil marriage,House / apartment,48.0,1.8,Drivers,2.0,0,54,0
5066973,M,Y,N,0,119250.0,Working,Secondary / secondary special,Civil marriage,House / apartment,48.0,1.8,Drivers,2.0,0,6,0
5066974,M,Y,N,0,119250.0,Working,Secondary / secondary special,Civil marriage,House / apartment,48.0,1.8,Drivers,2.0,0,25,0
5066975,M,Y,N,0,119250.0,Working,Secondary / secondary special,Civil marriage,House / apartment,48.0,1.8,Drivers,2.0,0,53,0
5066977,M,Y,N,0,119250.0,Working,Secondary / secondary special,Civil marriage,House / apartment,48.0,1.8,Drivers,2.0,0,10,0
5066978,M,Y,N,0,119250.0,Working,Secondary / secondary special,Civil marriage,House / apartment,48.0,1.8,Drivers,2.0,0,4,0
5066979,M,Y,N,0,119250.0,Working,Secondary / secondary special,Civil marriage,House / apartment,48.0,1.8,Drivers,2.0,0,48,0
5066980,M,Y,N,0,119250.0,Working,Secondary / secondary special,Civil marriage,House / apartment,48.0,1.8,Drivers,2.0,0,53,0
5066981,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,56.6,,Unknown,2.0,0,26,1
5066982,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,56.6,,Unknown,2.0,0,13,1
5066983,M,N,Y,0,180000.0,Working,Secondary / secondary special,Separated,House / apartment,49.2,0.6,Laborers,1.0,0,17,0
5066984,M,N,Y,0,180000.0,Working,Secondary / secondary special,Separated,House / apartment,49.2,0.6,Laborers,1.0,0,27,0
5066985,M,N,Y,0,180000.0,Working,Secondary / secondary special,Separated,House / apartment,49.2,0.6,Laborers,1.0,0,2,0
5066986,M,N,Y,0,180000.0,Working,Secondary / secondary special,Separated,House / apartment,49.2,0.6,Laborers,1.0,0,17,0
5090153,M,N,Y,0,180000.0,Working,Secondary / secondary special,Separated,House / apartment,49.2,0.6,Laborers,1.0,0,9,0
5066988,F,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,58.1,4.3,Accountants,2.0,0,46,0
5066993,F,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,58.1,4.3,Accountants,2.0,1,45,0
5066994,F,Y,Y,0,225000.0,Working,Higher education,Civil marriage,House / apartment,30.3,1.3,Sales staff,2.0,0,9,0
5066995,F,Y,Y,0,225000.0,Working,Higher education,Civil marriage,House / apartment,30.3,1.3,Sales staff,2.0,0,22,0
5066996,F,Y,Y,0,225000.0,Working,Higher education,Civil marriage,House / apartment,30.3,1.3,Sales staff,2.0,0,15,0
5066997,F,Y,Y,0,225000.0,Working,Higher education,Civil marriage,House / apartment,30.3,1.3,Sales staff,2.0,0,40,0
5090154,F,Y,Y,0,225000.0,Working,Higher education,Civil marriage,House / apartment,30.3,1.3,Sales staff,2.0,0,17,0
5066999,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41.0,15.1,Unknown,2.0,0,55,0
5067000,F,N,Y,0,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,24.5,0.9,Core staff,2.0,0,28,0
5067001,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,51.3,32.6,Laborers,2.0,1,30,0
5067002,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,51.3,32.6,Laborers,2.0,0,38,0
